DEPTH,GR,RES,PHIE,RHOB,Class,Unique_Class_Num
4584.75,16.436,96.334,0.3134,2.123,"2, 4",8
4585,16.955,116.981,0.3179,2.115,"2, 4",8
4585.25,18.186,107.801,0.3231,2.105,"2, 4",8
4585.5,19.726,81.639,0.3239,2.102,"2, 4",8
4585.75,20.788,58.512,0.325,2.099,"1, 2, 4",3
4586,21.145,42.779,0.3266,2.096,"1, 2, 4",3
4586.25,21.307,33.409,0.3246,2.099,"1, 2, 4",3
4586.5,21.493,26.022,0.3239,2.1,"1, 2, 4",3
4586.75,21.558,21.118,0.3245,2.099,"1, 2, 4",3
4587,21.128,17.878,0.3248,2.099,"1, 2, 4",3
4587.25,20.326,15.543,0.3253,2.099,"1, 2, 4",3
4587.5,19.621,13.964,0.3228,2.104,"1, 2, 4",3
4587.75,18.689,12.95,0.3192,2.111,"1, 2, 4",3
4588,17.749,12.406,0.3137,2.121,"1, 2, 4",3
4588.25,17.408,12.262,0.3121,2.124,"1, 2, 4",3
4588.5,17.498,12.467,0.3121,2.124,"1, 2, 4",3
4588.75,17.789,12.979,0.3131,2.122,"1, 2, 4",3
4589,18.276,13.755,0.317,2.115,"1, 2, 4",3
4589.25,19.078,14.743,0.3183,2.112,"1, 2, 4",3
4589.5,19.556,15.87,0.3161,2.115,"1, 2, 4",3
4589.75,19.143,17.081,0.3152,2.117,"1, 2, 4",3
4590,18.705,18.447,0.3161,2.116,"1, 2, 4",3
4590.25,18.511,20.291,0.3156,2.117,"1, 2, 4",3
4590.5,18.195,23.545,0.3158,2.117,"1, 2, 4",3
4590.75,17.878,29.539,0.3173,2.115,"1, 2, 4",3
4591,17.368,36.143,0.314,2.121,"1, 2, 4",3
4591.25,16.736,40.733,0.3126,2.124,"1, 2, 4",3
4591.5,16.249,46.818,0.3117,2.126,"1, 2, 4",3
4591.75,15.86,50.771,0.3089,2.131,"1, 2, 4",3
4592,15.836,51.11,0.3071,2.134,"1, 2, 4",3
4592.25,15.99,61.144,0.307,2.134,"1, 2, 4",3
4592.5,16.014,46.131,0.3082,2.132,"1, 2, 4",3
4592.75,16.371,38.009,0.3104,2.128,"1, 2, 4",3
4593,16.817,33.739,0.3168,2.117,"1, 2, 4",3
4593.25,17.084,31.944,0.3221,2.108,"1, 2, 4",3
4593.5,17.279,31.068,0.3256,2.102,"1, 2, 4",3
4593.75,17.344,31.606,0.328,2.098,"1, 2, 4",3
4594,17.749,34.122,0.3277,2.098,"1, 2, 4",3
4594.25,18.316,37.262,0.3261,2.1,"1, 2, 4",3
4594.5,18.843,41.77,0.3264,2.099,"1, 2, 4",3
4594.75,19.556,48.509,0.3247,2.101,"1, 2, 4",3
4595,20.14,58.529,0.3236,2.102,"1, 2, 4",3
4595.25,20.642,71.917,0.3239,2.101,"1, 2, 4",3
4595.5,21.007,87.964,0.3194,2.108,"2, 4",8
4595.75,20.828,106.641,0.3134,2.118,"2, 4",8
4596,20.148,122.843,0.3078,2.128,"2, 4",8
4596.25,19.443,148.209,0.3053,2.133,"2, 4",8
4596.5,19.094,189.796,0.3043,2.135,"2, 4",8
4596.75,18.648,81.64,0.3028,2.138,"2, 4",8
4597,17.951,47.546,0.3063,2.133,"1, 2, 4",3
4597.25,17.376,37.052,0.3085,2.13,"1, 2, 4",3
4597.5,17.027,27.984,0.3069,2.133,"1, 2, 4",3
4597.75,17.181,20.958,0.3086,2.13,"1, 2, 4",3
4598,17.984,15.626,0.3105,2.126,"1, 2, 4",3
4598.25,19.191,12.248,0.314,2.119,"1, 2, 4",3
4598.5,20.731,9.876,0.3147,2.116,"1, 2, 4",3
4598.75,22.814,8.285,0.3138,2.115,"1, 2, 4",3
4599,25.991,7.235,0.3127,2.113,"1, 2, 4",3
4599.25,29.987,6.492,0.3088,2.114,"1, 2, 4",3
4599.5,33.212,6.081,0.3006,2.123,"1, 2, 4",3
4599.75,35.076,5.873,0.2946,2.13,"1, 2, 4",3
4600,35.935,5.822,0.2944,2.129,"1, 2, 4",3
4600.25,36.219,5.9,0.296,2.126,"1, 2, 4",3
4600.5,36.324,6.096,0.2959,2.126,"1, 2, 4",3
4600.75,35.611,6.417,0.2971,2.125,"1, 2, 4",3
4601,33.69,6.899,0.2971,2.128,"1, 2, 4",3
4601.25,30.805,7.615,0.296,2.134,"1, 2, 4",3
4601.5,27.393,8.792,0.2964,2.138,"1, 2, 4",3
4601.75,24.54,10.7,0.2992,2.137,"1, 2, 4",3
4602,22.514,13.83,0.3001,2.138,"1, 2, 4",3
4602.25,20.918,18.805,0.303,2.135,"1, 2, 4",3
4602.5,19.41,24.973,0.2992,2.143,"1, 2, 4",3
4602.75,17.903,37.146,0.2917,2.157,"1, 2, 4",3
4603,16.792,59.462,0.2882,2.164,"1, 2, 4",3
4603.25,16.274,102.223,0.2855,2.169,"2, 4",8
4603.5,15.941,182.391,0.2827,2.174,"2, 4",8
4603.75,15.285,292.656,0.2807,2.178,"2, 4",8
4604,14.612,318.907,0.2768,2.185,"2, 3, 4",7
4604.25,14.41,229.403,0.2733,2.191,"2, 3, 4",7
4604.5,14.685,143.706,0.275,2.188,"2, 3, 4",7
4604.75,15.115,92.234,0.2783,2.182,"2, 3, 4",7
4605,15.22,63.188,0.2825,2.175,"1, 2, 4",3
4605.25,15.107,46.362,0.2856,2.17,"1, 2, 4",3
4605.5,14.872,35.968,0.2894,2.164,"1, 2, 4",3
4605.75,14.377,28.911,0.2977,2.151,"1, 2, 4",3
4606,13.932,24.379,0.3022,2.144,"1, 2, 4",3
4606.25,13.534,21.627,0.303,2.143,"1, 2, 4",3
4606.5,12.983,20.057,0.3028,2.144,"1, 2, 4",3
4606.75,12.546,19.337,0.2988,2.151,"1, 2, 4",3
4607,12.586,19.383,0.2988,2.151,"1, 2, 4",3
4607.25,13.024,20.16,0.2973,2.153,"1, 2, 4",3
4607.5,13.356,21.964,0.2971,2.153,"1, 2, 4",3
4607.75,13.275,24.203,0.2983,2.151,"1, 2, 4",3
4608,13.064,25.944,0.2954,2.156,"1, 2, 4",3
4608.25,13.259,26.455,0.2898,2.165,"1, 2, 4",3
4608.5,13.988,26.789,0.2839,2.174,"1, 2, 4",3
4608.75,14.774,27.111,0.2773,2.184,"1, 2, 3, 4",2
4609,15.009,26.136,0.2742,2.189,"1, 2, 3, 4",2
4609.25,14.701,23.718,0.2725,2.192,"1, 2, 3, 4",2
4609.5,14.483,21.265,0.2733,2.191,"1, 2, 3, 4",2
4609.75,14.839,19.425,0.2743,2.189,"1, 2, 3, 4",2
4610,15.625,18.176,0.278,2.182,"1, 2, 3, 4",2
4610.25,16.566,17.731,0.2811,2.176,"1, 2, 4",3
4610.5,17.4,17.746,0.2811,2.175,"1, 2, 4",3
4610.75,17.376,18.386,0.2781,2.18,"1, 2, 3, 4",2
4611,16.647,19.854,0.2768,2.183,"1, 2, 3, 4",2
4611.25,16.233,21.809,0.2764,2.184,"1, 2, 3, 4",2
4611.5,16.436,24.446,0.2732,2.189,"1, 2, 3, 4",2
4611.75,17.117,27.86,0.2746,2.186,"1, 2, 3, 4",2
4612,17.66,31.696,0.2755,2.184,"1, 2, 3, 4",2
4612.25,17.724,34.542,0.2742,2.186,"1, 2, 3, 4",2
4612.5,17.538,36.251,0.2749,2.185,"1, 2, 3, 4",2
4612.75,17.076,35.881,0.2746,2.186,"1, 2, 3, 4",2
4613,16.801,33.973,0.2754,2.185,"1, 2, 3, 4",2
4613.25,17.149,31.456,0.2782,2.18,"1, 2, 3, 4",2
4613.5,17.668,28.198,0.2816,2.174,"1, 2, 4",3
4613.75,17.797,24.967,0.2863,2.166,"1, 2, 4",3
4614,17.376,22.273,0.2903,2.16,"1, 2, 4",3
4614.25,16.736,20.087,0.2968,2.15,"1, 2, 4",3
4614.5,16.233,18.538,0.3001,2.145,"1, 2, 4",3
4614.75,16.006,17.428,0.2978,2.149,"1, 2, 4",3
4615,15.779,17.27,0.298,2.149,"1, 2, 4",3
4615.25,15.253,17.901,0.2995,2.147,"1, 2, 4",3
4615.5,14.701,19.226,0.3011,2.145,"1, 2, 4",3
4615.75,14.223,21.656,0.3038,2.141,"1, 2, 4",3
4616,13.851,25.144,0.3077,2.135,"1, 2, 4",3
4616.25,13.802,29.109,0.3084,2.134,"1, 2, 4",3
4616.5,14.069,32.523,0.3088,2.133,"1, 2, 4",3
4616.75,14.385,35.154,0.3049,2.139,"1, 2, 4",3
4617,14.458,36.622,0.3055,2.138,"1, 2, 4",3
4617.25,14.661,36.525,0.3078,2.134,"1, 2, 4",3
4617.5,15.261,34.643,0.3117,2.127,"1, 2, 4",3
4617.75,15.747,31.435,0.3126,2.125,"1, 2, 4",3
4618,16.047,27.783,0.3142,2.122,"1, 2, 4",3
4618.25,16.087,23.819,0.3178,2.116,"1, 2, 4",3
4618.5,15.771,20.541,0.3156,2.12,"1, 2, 4",3
4618.75,15.65,17.53,0.312,2.126,"1, 2, 4",3
4619,15.893,15.126,0.3076,2.133,"1, 2, 4",3
4619.25,16.095,12.865,0.2984,2.148,"1, 2, 4",3
4619.5,16.16,11.099,0.2959,2.152,"1, 2, 4",3
4619.75,16.29,9.623,0.294,2.155,"1, 2, 4",3
4620,16.371,8.4,0.2879,2.165,"1, 2, 4",3
4620.25,16.436,7.378,0.2811,2.176,"1, 2, 4",3
4620.5,16.93,6.494,0.2766,2.183,"1, 2, 3, 4",2
4620.75,17.903,5.754,0.2747,2.185,"1, 2, 3, 4",2
4621,18.997,5.104,0.2734,2.186,"1, 2, 3, 4",2
4621.25,20.991,4.551,0.2708,2.188,"2, 3, 4",7
4621.5,24.767,4.07,0.265,2.193,"2, 3, 4",7
4621.75,29.281,3.665,0.262,2.192,"2, 3, 4",7
4622,33.634,3.332,0.2734,2.167,"2, 3, 4",7
4622.25,37.994,3.064,0.293,2.128,"2, 4",8
4622.5,42.605,2.857,0.3095,2.093,"2, 4",8
4622.75,47.192,2.699,0.326,2.057,"2, 4",8
4623,50.872,2.586,0.3311,2.028,"2, 4",8
4623.25,53.927,2.513,0.323,2.006,"2, 4",8
4623.5,56.431,2.475,0.3159,1.982,"2, 4",8
4623.75,57.671,2.467,0.3121,1.971,"2, 4",8
4624,58.231,2.48,0.3104,1.962,"2, 4",8
4624.25,58.895,2.506,0.3083,1.971,"2, 4",8
4624.5,59.803,2.539,0.3054,1.996,"2, 4",8
4624.75,60.281,2.576,0.3038,2.029,"2, 4",8
4625,60.257,2.615,0.2998,2.069,"2, 4",8
4625.25,60.986,2.658,0.2833,2.094,"2, 4",8
4625.5,62.275,2.707,0.2707,2.111,"2, 3, 4",7
4625.75,63.012,2.763,0.2565,2.132,"2, 3, 4",7
4626,63.312,2.822,0.256,2.132,"2, 3, 4",7
4626.25,63.596,2.875,0.2755,2.099,"2, 3, 4",7
4626.5,63.871,2.912,0.2914,2.07,"2, 4",8
4626.75,63.855,2.925,0.2914,2.063,"2, 4",8
4627,63.466,2.912,0.2929,2.048,"2, 4",8
4627.25,63.272,2.877,0.2936,2.023,"2, 4",8
4627.5,63.466,2.832,0.2929,2.014,"2, 4",8
4627.75,63.118,2.795,0.2941,2.008,"2, 4",8
4628,62.518,2.773,0.2962,2.013,"2, 4",8
4628.25,62.842,2.776,0.2951,2.024,"2, 4",8
4628.5,63.353,2.809,0.2933,2.016,"2, 4",8
4628.75,63.377,2.873,0.2932,2.011,"2, 4",8
4629,63.288,2.966,0.2935,2.022,"2, 4",8
4629.25,63.944,3.089,0.2911,2.032,"2, 4",8
4629.5,65.144,3.241,0.2866,2.05,"2, 4",8
4629.75,65.314,3.422,0.286,2.071,"2, 4",8
4630,65.241,3.638,0.2796,2.087,"2, 3, 4",7
4630.25,65.079,3.899,0.2659,2.11,"2, 3, 4",7
4630.5,63.636,4.22,0.2468,2.146,"2, 3, 4",7
4630.75,61.586,4.625,0.2281,2.183,"2, 3, 4",7
4631,59.114,5.152,0.216,2.21,"1, 2, 3, 4",2
4631.25,56.367,5.86,0.2034,2.238,"1, 2, 3, 4",2
4631.5,53.036,6.838,0.1889,2.27,"1, 2, 3, 4",2
4631.75,48.602,8.223,0.1839,2.288,"1, 2, 3, 4",2
4632,44.121,10.188,0.1929,2.282,"1, 2, 3, 4",2
4632.25,39.858,12.84,0.2109,2.26,"1, 2, 3, 4",2
4632.5,35.822,15.852,0.2289,2.237,"1, 2, 3, 4",2
4632.75,31.956,17.965,0.2427,2.22,"1, 2, 3, 4",2
4633,28.244,17.228,0.2562,2.203,"1, 2, 3, 4",2
4633.25,25.521,15.131,0.2662,2.19,"1, 2, 3, 4",2
4633.5,23.317,12.543,0.2746,2.179,"1, 2, 3, 4",2
4633.75,21.436,10.366,0.2814,2.17,"1, 2, 4",3
4634,20.602,8.788,0.2844,2.166,"1, 2, 4",3
4634.25,20.618,7.706,0.2899,2.157,"1, 2, 4",3
4634.5,21.436,6.971,0.2911,2.154,"1, 2, 4",3
4634.75,23.438,6.458,0.2866,2.159,"1, 2, 4",3
4635,26.81,6.07,0.2786,2.168,"1, 2, 3, 4",2
4635.25,31.235,5.743,0.2634,2.187,"1, 2, 3, 4",2
4635.5,35.878,5.44,0.2476,2.206,"1, 2, 3, 4",2
4635.75,40.765,5.157,0.227,2.232,"1, 2, 3, 4",2
4636,46.074,4.902,0.204,2.26,"2, 3, 4",7
4636.25,51.398,4.711,0.179,2.29,"2, 3, 4",7
4636.5,56.674,4.604,0.1579,2.312,"2, 3, 4",7
4636.75,61.164,4.591,0.1395,2.33,"2, 3, 4",7
4637,64.471,4.669,0.1237,2.346,"2, 3, 4",7
4637.25,67.17,4.813,0.1151,2.351,"2, 3, 4",7
4637.5,69.228,4.991,0.1124,2.348,"2, 3, 4",7
4637.75,70.987,5.147,0.1107,2.344,"1, 3, 4",4
4638,72.405,5.226,0.106,2.346,"1, 3, 4",4
4638.25,72.624,5.204,0.1085,2.341,"1, 3, 4",4
4638.5,71.733,5.079,0.1156,2.333,"1, 3, 4",4
4638.75,70.752,4.912,0.1174,2.334,"3, 4",9
4639,70.371,4.728,0.1183,2.334,"3, 4",9
4639.25,70.128,4.558,0.1207,2.331,"3, 4",9
4639.5,70.071,4.42,0.1208,2.331,"3, 4",9
4639.75,70.533,4.316,0.1246,2.323,"3, 4",9
4640,71.206,4.238,0.129,2.313,"3, 4",9
4640.25,72.049,4.176,0.1337,2.302,"3, 4",9
4640.5,72.973,4.128,0.1374,2.292,"3, 4",9
4640.75,73.572,4.094,0.148,2.272,"3, 4",9
4641,73.475,4.086,0.1549,2.261,"3, 4",9
4641.25,73.548,4.111,0.1639,2.246,"3, 4",9
4641.5,74.367,4.17,0.172,2.229,"3, 4",9
4641.75,74.577,4.254,0.1751,2.223,"3, 4",9
4642,74.05,4.346,0.1771,2.222,"3, 4",9
4642.25,73.046,4.411,0.1816,2.219,"3, 4",9
4642.5,71.352,4.418,0.1883,2.215,"3, 4",9
4642.75,69.86,4.354,0.1949,2.21,"2, 3, 4",7
4643,69.22,4.24,0.1994,2.205,"2, 3, 4",7
4643.25,68.815,4.114,0.207,2.194,"2, 3, 4",7
4643.5,67.202,4.018,0.2245,2.171,"2, 3, 4",7
4643.75,64.593,3.972,0.2499,2.138,"2, 3, 4",7
4644,62.258,3.974,0.2853,2.087,"2, 4",8
4644.25,60.03,3.999,0.3047,2.058,"2, 4",8
4644.5,57.979,4.006,0.3091,2.06,"2, 4",8
4644.75,56.747,3.975,0.3134,2.056,"2, 4",8
4645,56.269,3.894,0.3163,2.031,"2, 4",8
4645.25,56.091,3.777,0.3169,2.027,"2, 4",8
4645.5,55.848,3.655,0.3176,2.023,"2, 4",8
4645.75,56.172,3.561,0.3166,2.024,"2, 4",8
4646,57.234,3.522,0.3135,2.022,"2, 4",8
4646.25,58.263,3.557,0.3103,2.025,"2, 4",8
4646.5,59.244,3.677,0.3072,2.011,"2, 4",8
4646.75,59.762,3.875,0.3055,2.003,"2, 4",8
4647,59.543,4.122,0.3062,2.01,"2, 4",8
4647.25,59.357,4.362,0.3068,2.041,"2, 4",8
4647.5,59.414,4.54,0.3067,2.06,"2, 4",8
4647.75,60.135,4.556,0.3006,2.068,"2, 4",8
4648,61.229,4.437,0.2804,2.098,"2, 4",8
4648.25,60.84,4.246,0.2562,2.139,"2, 3, 4",7
4648.5,59.276,4.056,0.2534,2.148,"2, 3, 4",7
4648.75,58.068,3.917,0.2657,2.131,"2, 3, 4",7
4649,57.169,3.849,0.2909,2.092,"2, 4",8
4649.25,56.448,3.848,0.3005,2.078,"2, 4",8
4649.5,55.491,3.895,0.3105,2.064,"2, 4",8
4649.75,54.097,3.96,0.3168,2.057,"2, 4",8
4650,52.784,4.01,0.3175,2.059,"2, 4",8
4650.25,51.909,4.02,0.312,2.07,"2, 4",8
4650.5,52.72,3.984,0.3018,2.085,"2, 4",8
4650.75,54.559,3.922,0.2845,2.109,"2, 4",8
4651,55.548,3.876,0.263,2.142,"2, 3, 4",7
4651.25,56.78,3.872,0.2271,2.198,"2, 3, 4",7
4651.5,58.595,3.924,0.2053,2.229,"2, 3, 4",7
4651.75,60.143,4.069,0.2045,2.226,"2, 3, 4",7
4652,61.756,4.288,0.2102,2.212,"2, 3, 4",7
4652.25,62.915,4.549,0.2105,2.208,"2, 3, 4",7
4652.5,63.263,4.796,0.2141,2.201,"2, 3, 4",7
4652.75,62.931,4.969,0.2135,2.203,"2, 3, 4",7
4653,62.202,5.034,0.213,2.206,"1, 2, 3, 4",2
4653.25,61.707,4.998,0.2139,2.206,"2, 3, 4",7
4653.5,60.962,4.897,0.2122,2.211,"2, 3, 4",7
4653.75,60.346,4.768,0.2084,2.219,"2, 3, 4",7
4654,60.735,4.641,0.2005,2.231,"2, 3, 4",7
4654.25,61.302,4.532,0.1952,2.238,"2, 3, 4",7
4654.5,61.545,4.45,0.1844,2.255,"2, 3, 4",7
4654.75,61.326,4.396,0.1733,2.274,"2, 3, 4",7
4655,60.702,4.371,0.172,2.278,"2, 3, 4",7
4655.25,60.532,4.371,0.1722,2.278,"2, 3, 4",7
4655.5,60.946,4.399,0.1703,2.28,"2, 3, 4",7
4655.75,61.399,4.463,0.1738,2.273,"2, 3, 4",7
4656,61.602,4.582,0.1758,2.269,"2, 3, 4",7
4656.25,61.205,4.772,0.182,2.26,"2, 3, 4",7
4656.5,60.297,5.042,0.1866,2.255,"1, 2, 3, 4",2
4656.75,59.033,5.381,0.1943,2.246,"1, 2, 3, 4",2
4657,57.169,5.755,0.2009,2.24,"1, 2, 3, 4",2
4657.25,55.499,6.122,0.2059,2.236,"1, 2, 3, 4",2
4657.5,53.643,6.457,0.1965,2.256,"1, 2, 3, 4",2
4657.75,50.961,6.781,0.1796,2.29,"1, 2, 3, 4",2
4658,48.611,7.148,0.1668,2.316,"1, 2, 3, 4",2
4658.25,46.406,7.651,0.155,2.34,"1, 2, 3, 4",2
4658.5,44.445,8.336,0.139,2.37,"1, 2, 3, 4",2
4658.75,43.545,9.282,0.1267,2.392,"1, 2, 3, 4",2
4659,43.213,10.524,0.1295,2.388,"1, 2, 3, 4",2
4659.25,43.416,11.99,0.1365,2.376,"1, 2, 3, 4",2
4659.5,43.902,13.232,0.133,2.381,"1, 2, 3, 4",2
4659.75,44.453,14.021,0.1354,2.376,"1, 2, 3, 4",2
4660,45.296,13.742,0.1332,2.378,"1, 2, 3, 4",2
4660.25,45.823,13.061,0.1313,2.38,"1, 2, 3, 4",2
4660.5,45.661,12.108,0.1358,2.373,"1, 2, 3, 4",2
4660.75,44.761,11.324,0.1423,2.364,"1, 2, 3, 4",2
4661,43.302,10.728,0.1579,2.341,"1, 2, 3, 4",2
4661.25,41.787,10.338,0.1797,2.308,"1, 2, 3, 4",2
4661.5,40.231,10.104,0.2056,2.268,"1, 2, 3, 4",2
4661.75,38.521,9.947,0.2268,2.236,"1, 2, 3, 4",2
4662,37.135,9.797,0.2452,2.208,"1, 2, 3, 4",2
4662.25,35.976,9.61,0.2603,2.185,"1, 2, 3, 4",2
4662.5,34.484,9.378,0.2739,2.165,"1, 2, 3, 4",2
4662.75,32.993,9.127,0.2825,2.153,"1, 2, 4",3
4663,31.899,8.9,0.2896,2.143,"1, 2, 4",3
4663.25,30.935,8.742,0.2922,2.14,"1, 2, 4",3
4663.5,30.294,8.689,0.2915,2.142,"1, 2, 4",3
4663.75,30.205,8.765,0.2904,2.144,"1, 2, 4",3
4664,30.027,8.976,0.2863,2.151,"1, 2, 4",3
4664.25,29.784,9.315,0.2847,2.154,"1, 2, 4",3
4664.5,29.865,9.757,0.2864,2.151,"1, 2, 4",3
4664.75,30.335,10.269,0.283,2.156,"1, 2, 4",3
4665,31.299,10.816,0.281,2.158,"1, 2, 4",3
4665.25,32.337,11.365,0.2813,2.156,"1, 2, 4",3
4665.5,33.212,11.84,0.2817,2.154,"1, 2, 4",3
4665.75,33.99,12.286,0.281,2.154,"1, 2, 4",3
4666,34.801,12.633,0.2803,2.154,"1, 2, 4",3
4666.25,35.692,12.852,0.2788,2.155,"1, 2, 3, 4",2
4666.5,36.016,12.944,0.2791,2.154,"1, 2, 3, 4",2
4666.75,35.733,12.941,0.2806,2.152,"1, 2, 4",3
4667,35.408,12.893,0.2809,2.152,"1, 2, 4",3
4667.25,34.809,12.841,0.2833,2.149,"1, 2, 4",3
4667.5,33.593,12.782,0.2868,2.145,"1, 2, 4",3
4667.75,32.256,12.688,0.2886,2.144,"1, 2, 4",3
4668,31.364,12.52,0.2931,2.138,"1, 2, 4",3
4668.25,30.765,12.251,0.296,2.134,"1, 2, 4",3
4668.5,29.962,11.887,0.2991,2.13,"1, 2, 4",3
4668.75,28.868,11.479,0.3,2.13,"1, 2, 4",3
4669,27.896,11.097,0.3008,2.13,"1, 2, 4",3
4669.25,27.288,10.735,0.2983,2.135,"1, 2, 4",3
4669.5,26.939,10.586,0.2973,2.137,"1, 2, 4",3
4669.75,26.842,10.639,0.2962,2.139,"1, 2, 4",3
4670,27.223,10.887,0.2947,2.141,"1, 2, 4",3
4670.25,27.855,11.277,0.2917,2.145,"1, 2, 4",3
4670.5,28.041,11.701,0.2891,2.149,"1, 2, 4",3
4670.75,28.066,11.912,0.2831,2.159,"1, 2, 4",3
4671,29.549,12.02,0.2739,2.172,"1, 2, 3, 4",2
4671.25,32.62,11.963,0.2616,2.188,"1, 2, 3, 4",2
4671.5,35.287,11.804,0.25,2.203,"1, 2, 3, 4",2
4671.75,37.345,11.653,0.2396,2.217,"1, 2, 3, 4",2
4672,39.29,11.685,0.2382,2.216,"1, 2, 3, 4",2
4672.25,39.931,12.064,0.2357,2.219,"1, 2, 3, 4",2
4672.5,39.193,12.519,0.2353,2.221,"1, 2, 3, 4",2
4672.75,38.35,13.092,0.2325,2.227,"1, 2, 3, 4",2
4673,37.661,13.649,0.2338,2.226,"1, 2, 3, 4",2
4673.25,35.984,14.035,0.236,2.225,"1, 2, 3, 4",2
4673.5,33.269,14.149,0.2391,2.224,"1, 2, 3, 4",2
4673.75,31.267,14.002,0.2439,2.219,"1, 2, 3, 4",2
4674,29.954,13.701,0.2505,2.21,"1, 2, 3, 4",2
4674.25,28.398,13.332,0.2445,2.222,"1, 2, 3, 4",2
4674.5,27.182,13.07,0.2376,2.235,"1, 2, 3, 4",2
4674.75,26.68,12.986,0.2367,2.237,"1, 2, 3, 4",2
4675,26.753,13.082,0.2342,2.241,"1, 2, 3, 4",2
4675.25,27.28,13.353,0.2284,2.25,"1, 2, 3, 4",2
4675.5,27.774,13.64,0.228,2.25,"1, 2, 3, 4",2
4675.75,27.847,13.964,0.2328,2.242,"1, 2, 3, 4",2
4676,27.385,14.296,0.2398,2.231,"1, 2, 3, 4",2
4676.25,26.696,14.623,0.2416,2.229,"1, 2, 3, 4",2
4676.5,26.429,14.943,0.2442,2.225,"1, 2, 3, 4",2
4676.75,26.315,15.251,0.251,2.214,"1, 2, 3, 4",2
4677,25.95,15.526,0.261,2.198,"1, 2, 3, 4",2
4677.25,25.359,15.742,0.2663,2.19,"1, 2, 3, 4",2
4677.5,24.524,15.875,0.2645,2.194,"1, 2, 3, 4",2
4677.75,23.681,15.919,0.2585,2.205,"1, 2, 3, 4",2
4678,22.846,15.912,0.2561,2.21,"1, 2, 3, 4",2
4678.25,22.222,15.824,0.2535,2.215,"1, 2, 3, 4",2
4678.5,22.231,15.745,0.2492,2.222,"1, 2, 3, 4",2
4678.75,22.709,15.714,0.2452,2.228,"1, 2, 3, 4",2
4679,23.171,15.756,0.24,2.236,"1, 2, 3, 4",2
4679.25,23.227,15.876,0.2351,2.244,"1, 2, 3, 4",2
4679.5,22.806,16.087,0.233,2.248,"1, 2, 3, 4",2
4679.75,22.231,16.317,0.2346,2.246,"1, 2, 3, 4",2
4680,21.793,16.591,0.2361,2.244,"1, 2, 3, 4",2
4680.25,21.598,16.911,0.2375,2.242,"1, 2, 3, 4",2
4680.5,21.355,17.283,0.2352,2.246,"1, 2, 3, 4",2
4680.75,20.699,17.717,0.2345,2.248,"1, 2, 3, 4",2
4681,19.937,18.158,0.2375,2.244,"1, 2, 3, 4",2
4681.25,19.524,18.589,0.2426,2.236,"1, 2, 3, 4",2
4681.5,19.378,18.954,0.2494,2.225,"1, 2, 3, 4",2
4681.75,19.443,19.193,0.2554,2.215,"1, 2, 3, 4",2
4682,19.84,19.254,0.2552,2.215,"1, 2, 3, 4",2
4682.25,20.415,19.237,0.2517,2.22,"1, 2, 3, 4",2
4682.5,20.958,18.894,0.2495,2.223,"1, 2, 3, 4",2
4682.75,21.088,18.409,0.2549,2.214,"1, 2, 3, 4",2
4683,20.764,17.865,0.2551,2.214,"1, 2, 3, 4",2
4683.25,20.196,17.338,0.2519,2.22,"1, 2, 3, 4",2
4683.5,19.637,16.888,0.2486,2.226,"1, 2, 3, 4",2
4683.75,19.329,16.548,0.2464,2.23,"1, 2, 3, 4",2
4684,18.754,16.265,0.2468,2.23,"1, 2, 3, 4",2
4684.25,17.83,16.175,0.2492,2.227,"1, 2, 3, 4",2
4684.5,17.109,16.235,0.2533,2.221,"1, 2, 3, 4",2
4684.75,16.679,16.488,0.2561,2.217,"1, 2, 3, 4",2
4685,16.566,16.872,0.2574,2.215,"1, 2, 3, 4",2
4685.25,16.509,17.697,0.2574,2.215,"1, 2, 3, 4",2
4685.5,16.395,18.898,0.2575,2.215,"1, 2, 3, 4",2
4685.75,16.379,20.436,0.2593,2.212,"1, 2, 3, 4",2
4686,16.266,22.125,0.2575,2.215,"1, 2, 3, 4",2
4686.25,16.509,23.906,0.2586,2.213,"1, 2, 3, 4",2
4686.5,17.19,24.785,0.2576,2.214,"1, 2, 3, 4",2
4686.75,17.335,24.602,0.2538,2.22,"1, 2, 3, 4",2
4687,16.882,23.492,0.2523,2.223,"1, 2, 3, 4",2
4687.25,16.76,21.882,0.2548,2.219,"1, 2, 3, 4",2
4687.5,17.084,20.503,0.257,2.215,"1, 2, 3, 4",2
4687.75,17.263,19.429,0.2569,2.215,"1, 2, 3, 4",2
4688,17.109,18.782,0.2643,2.203,"1, 2, 3, 4",2
4688.25,16.873,18.594,0.2754,2.185,"1, 2, 3, 4",2
4688.5,16.946,18.861,0.2814,2.175,"1, 2, 4",3
4688.75,17.149,19.585,0.2874,2.165,"1, 2, 4",3
4689,17.125,20.794,0.2929,2.156,"1, 2, 4",3
4689.25,16.865,22.539,0.2967,2.15,"1, 2, 4",3
4689.5,16.428,24.865,0.2945,2.154,"1, 2, 4",3
4689.75,16.395,27.738,0.2921,2.158,"1, 2, 4",3
4690,17.036,30.956,0.2923,2.157,"1, 2, 4",3
4690.25,17.587,34.126,0.2901,2.16,"1, 2, 4",3
4690.5,17.749,36.798,0.287,2.165,"1, 2, 4",3
4690.75,17.538,38.464,0.2798,2.177,"1, 2, 3, 4",2
4691,17.003,39.956,0.2723,2.19,"1, 2, 3, 4",2
